Practice_Code,EasyToGetThrough,HelpfulReception,NotUsedOnlineServices,WebsiteEasyToUse,HavePreferredGP,OftenSeePreferredGP,DidNotTryToGetInfo,OfferedChoice,InPerson,SameDay,GoodExperience,WithGP,GivingYouEnoughTime,ListeningToYou,CareAndConcern,UnderstoodMentalHealthNeeds,Involved,ConfidenceAndTrust,NeedsMet,GoodOverallExperience,Avoided,LongTermCondition,LongCovid,GoodExperienceWhenClosed,White,Aged85OrOver,Aged65OrOver,Unemployed,PermanentlySickOrDisabled,Carer,ParentOrGuardian,NeverSmoked,Heterosexual,SatisfiedOffer
M92654,0.313767023,0.648270174,0.777249112,0.548153707,0.374860001,0.319084178,0.311839489,0.498246997,0.748952963,0.234056488,0.306958767,0.582132498,0.713962248,0.684323292,0.702773669,0.725631596,0.760459533,0.853971468,0.762078452,0.535733358,0.566806624,0.636415893,0.065506042,0.482153257,0.674553022,0.023625644,0.177049646,0.118372742,0.085689696,0.206189854,0.266973227,0.441487319,0.781680372,0.60323557
Y00228,0.488790727,0.721154589,0.305051949,0.60927379,0.507149059,0.464170766,0.330815869,0.567957819,0.819941421,0.101520533,0.456802736,0.642695553,0.722375456,0.654333902,0.670313229,0.607460778,0.740409883,0.840249581,0.826062258,0.562512566,0.550905529,0.507915237,0.02922769,0.258338745,0.121466424,0,0.061438666,0.120655019,0.061196137,0.235207743,0.358635722,0.799599193,0.724417709,0.522886404
Y00278,0.573588275,0.838876355,0.625117506,0.725964397,0.578102369,0.688192044,0.434591897,0.570981379,0.661183175,0.449496898,0.560013753,0.736059216,0.834644573,0.845350529,0.823893452,0.856092066,0.896883777,0.921203598,0.950124704,0.810913002,0.55108347,0.628901305,0.069918007,0.558850475,0.663814116,0.018755826,0.214517561,0.112644256,0.048851038,0.221978815,0.336515716,0.643625591,0.877060239,0.702752348
Y01756,0.824042949,0.912340922,0.588074675,0.730934438,0.256558653,0.373448705,0.504878081,0.831824377,0.805076668,0.323388494,0.749202558,0.665531885,0.960131678,0.915492739,0.919525771,0.902350752,0.958939503,0.990511505,0.961691062,0.845765981,0.409699305,0.563322101,0.097060869,0.492975475,0.856248876,0.049928471,0.322452868,0.068485146,0.011744492,0.280372618,0.215446083,0.552919347,0.894603332,0.837189166
Y02212,0.758657958,0.911815289,0.640209455,0.676195376,0.430658157,0.445241649,0.344838746,0.672285883,0.699658447,0.143919863,0.578640429,0.63000176,0.78176046,0.801906834,0.769947218,0.778516479,0.880257314,0.907496854,0.911881111,0.704888562,0.430949538,0.566898446,0.084083184,0.405607866,0.838295207,0.031199197,0.259536203,0.070162191,0.038073201,0.232294748,0.252359107,0.519962656,0.917765555,0.58160696
Y02626,0.56370049,0.756312614,0.313401021,0.648550318,0.306644108,0.362249395,0.285305547,0.504600866,0.521522532,0.183110928,0.510934424,0.627744915,0.749765153,0.797806846,0.775717406,0.726393558,0.902515421,0.935546249,0.907729619,0.646158477,0.508188845,0.500334283,0.068559805,0.428046066,0.615498911,0.020620728,0.184624624,0.118981839,0.035834394,0.198639967,0.389641021,0.634775016,0.843567003,0.657763223
Y02627,0.180780845,0.576600364,0.62794513,0.370500514,0.198003564,0.078112039,0.28159971,0.274811644,0.500658705,0.352741729,0.148066115,0.670214616,0.68746489,0.732902196,0.691696423,0.779149401,0.81690993,0.861574603,0.826680932,0.326526311,0.794883407,0.687788048,0.102725675,0.3287593,0.890600296,0.012151022,0.109331265,0.105080676,0.064865547,0.280201568,0.300604313,0.478435483,0.920722217,0.544258388
Y02636,0.613950267,0.821837895,0.658990948,0.659021307,0.445400036,0.376817083,0.345973633,0.625727894,0.622744314,0.303673271,0.584977485,0.704782066,0.78933718,0.810970775,0.79680759,0.772879591,0.883251026,0.868832266,0.847839827,0.682581748,0.632783612,0.472908734,0.024600309,0.318288179,0.471568733,0.009738465,0.077611498,0.153185843,0.040360825,0.215812331,0.341495663,0.656022483,0.744007151,0.636902297
Y02653,0.412221329,0.811025266,0.493723288,0.541177107,0.226730897,0.344988702,0.491493672,0.515478479,0.71954833,0.40151156,0.573971298,0.477929894,0.716603375,0.753788527,0.785556211,0.628822533,0.817427874,0.79997509,0.815815099,0.694403115,0.431939111,0.725586514,0.060044712,0.345630971,0.882910447,0.04464773,0.237678196,0.127948663,0.081212633,0.236467394,0.165729526,0.438623476,0.927566012,0.691699246
Y02701,0.145027211,0.490692097,0.342971707,0.42500384,0.20600071,0.155884178,0.272541609,0.366628965,0.405106234,0.289115576,0.227792961,0.590483559,0.48498956,0.669381922,0.619993109,0.491780996,0.750933929,0.830797897,0.817620252,0.386112356,0.67243582,0.571558929,0.079542702,0.326152709,0.527844401,0,0.066576366,0.113902843,0.086936353,0.206033858,0.42887014,0.62164941,0.854602178,0.56063706
Y02736,0.352475193,0.686461375,0.55731425,0.53646385,0.589672038,0.407726469,0.372313433,0.607101535,0.786354945,0.3865371,0.471074524,0.694950968,0.725748179,0.802495385,0.845000737,0.834683965,0.911496622,0.864989424,0.87308771,0.657592623,0.55142864,0.544273775,0.03064728,0.531669867,0.609315924,0,0.0733367,0.060436936,0.189762807,0.18502682,0.563275279,0.624936091,0.837102651,0.612677108
H81013,0.306769154,0.797518933,0.310483122,0.652280902,0.26592812,0.23359926,0.430313437,0.489860592,0.312723253,0.374669115,0.481052851,0.63794319,0.910222652,0.926915353,0.90125944,0.866948933,0.927546482,0.98684169,0.953535427,0.708657561,0.580150334,0.516108803,0.013879994,0.340541585,0.870764014,0.027279288,0.239910937,0.047551276,0.044012217,0.173843056,0.276771094,0.64117278,0.873098462,0.683577878
H81027,0.223931821,0.815241494,0.117563508,0.581389574,0.319960942,0.329242817,0.273453229,0.51767893,0.663902365,0.38118089,0.473857355,0.619363362,0.771755934,0.836513929,0.819385009,0.87546547,0.920552619,0.910245362,0.915028545,0.596311317,0.558566391,0.587859771,0.078296006,0.287999354,0.929412813,0.047318351,0.272356794,0,0.040857794,0.170495484,0.239038997,0.669498157,0.867292151,0.747677003
H81039,0.564926653,0.894667988,0.343548306,0.566189099,0.404069655,0.366286678,0.372334604,0.533780122,0.77403366,0.396667106,0.621794057,0.554032055,0.908331871,0.911823864,0.90221806,0.878644131,0.953280508,0.94633423,0.914677998,0.818333597,0.538109366,0.533553196,0.06477618,0.323018708,0.934520668,0.036008634,0.237135254,0.031148871,0,0.152309506,0.358905374,0.597098719,0.902290556,0.743611429
H81040,0.867341505,0.875701875,0.503853036,0.840783805,0.506498079,0.57038958,0.342068304,0.827605045,0.64438141,0.406272111,0.788825165,0.774802554,0.816539782,0.875374993,0.839457105,0.910586676,0.9563896,0.93771167,0.903097304,0.861398001,0.36011293,0.589611994,0.034991824,0.319366471,0.751422331,0.016880353,0.252731537,0.021979633,0.018034715,0.213367702,0.26528317,0.609468574,0.903063156,0.842607878
H81047,0.398816041,0.75508873,0.489621949,0.493889446,0.454012503,0.257745302,0.239996379,0.515093145,0.645043338,0.301454117,0.405593067,0.723249057,0.84632738,0.879479704,0.841910599,0.925805123,0.956502654,0.961272474,0.925391367,0.740814772,0.521055918,0.505889023,0,0.424432038,0.892923024,0.059828553,0.297757982,0.039738742,0.064603367,0.228063402,0.333394064,0.597661184,0.899304518,0.488029157
H81069,0.760613289,0.882113891,0.402393529,0.680843606,0.406344672,0.546333718,0.304110036,0.615716293,0.559973871,0.240708271,0.611353579,0.604803691,0.848099103,0.851449034,0.842225292,0.843702042,0.842814172,0.979659576,0.948324413,0.751687983,0.550201177,0.586751218,0.092788965,0.299050418,0.773672435,0.044286189,0.26523172,0.006338737,0.045005714,0.235242226,0.263586186,0.597871061,0.948702149,0.728000849
H81075,0.53177244,0.812186493,0.343809633,0.606435086,0.373581467,0.243182547,0.331657826,0.570815559,0.501926395,0.192799383,0.441299468,0.567856238,0.834207487,0.89181839,0.866859706,0.822017175,0.876432892,0.953570666,0.919505527,0.737603336,0.57767523,0.493603109,0.0545477,0.36170931,0.809546841,0.034417141,0.285116354,0.041175578,0.016201816,0.149780638,0.222931106,0.764747557,0.946099909,0.731416086
H81082,0.620518452,0.891352919,0.467335061,0.603157039,0.538200302,0.344264795,0.375575276,0.674041188,0.821908921,0.293979688,0.610564953,0.621723906,0.862132186,0.840913978,0.821742581,0.833355296,0.876887927,0.952408796,0.902496616,0.727083518,0.429165297,0.57454094,0.037420672,0.31420006,0.788655833,0.016761157,0.200494417,0.010237859,0.024934077,0.30487561,0.195978319,0.625725102,0.871837786,0.82015868
H81088,0.638355935,0.91625534,0.326762465,0.674654217,0.587679321,0.431828332,0.323543053,0.588160619,0.541655499,0.239807577,0.54888267,0.737746586,0.925590176,0.949162297,0.923978108,0.893957672,0.972749792,0.985609087,0.970286484,0.810578572,0.448676998,0.482960578,0.062175546,0.537940256,0.940634594,0.055935858,0.305802914,0.048372673,0.008977978,0.206529256,0.253855824,0.573111273,0.947284312,0.745485196
H81110,0.780344816,0.93218149,0.487877596,0.750163262,0.307750565,0.378312514,0.455697717,0.685011734,0.509665071,0.526789867,0.752399521,0.581023258,0.929693354,0.912817107,0.927562232,0.78910532,0.958893325,0.98449751,0.960963198,0.782845747,0.490396264,0.437303371,0.024958914,0.391620382,0.940601282,0.022237486,0.290609311,0,0.006650433,0.140575774,0.239901407,0.671163488,0.935449397,0.815601739
H81130,0.794695005,0.879234116,0.426863018,0.802689862,0.532167157,0.498649124,0.408304685,0.67414231,0.916928693,0.648258648,0.787465272,0.809884789,0.87452638,0.901401009,0.878696535,0.787459333,0.911178481,0.922159545,0.94221729,0.896898448,0.340382084,0.439934059,0.027493448,0.668425736,0.947328198,0.028123675,0.308647529,0.009804802,0,0.203279685,0.234130141,0.587014886,0.968261597,0.874168221
H81615,0.555781533,0.875078607,0.229772123,0.539020238,0.340533648,0.238408991,0.358892111,0.534962642,0.516199892,0.204280335,0.491358939,0.606916484,0.782583692,0.826203741,0.832117674,0.870864174,0.968512324,0.966295386,0.943695379,0.782991392,0.538502843,0.55634525,0.038161533,0.510539225,0.976947446,0.064365506,0.28366446,0.006306933,0.050593755,0.201715962,0.325725301,0.720840867,0.948642797,0.736938668
J82015,0.657012223,0.904111566,0.440141402,0.837185127,0.538987771,0.481092112,0.342313462,0.702582644,0.662057037,0.217914156,0.719981475,0.597461161,0.923495296,0.931379673,0.897345677,0.789678859,0.954787044,0.979995257,0.934469482,0.82309729,0.48878349,0.457158784,0.009106167,0.590917768,0.819780253,0.029544498,0.279541729,0.02293951,0.048662387,0.180805852,0.25593927,0.612724156,0.924072705,0.70353835
J82049,0.412630129,0.848089149,0.242265143,0.720149146,0.49019122,0.476830631,0.323262997,0.56800798,0.588265896,0.189449422,0.512459964,0.570613221,0.909616013,0.911200387,0.901418669,0.863599551,0.945301916,0.954338935,0.96159188,0.797606097,0.512048808,0.629540023,0.057890492,0.459738346,0.952193115,0.029474365,0.306737684,0.034914184,0.023635499,0.164548054,0.183199913,0.607077413,0.956518416,0.628050585
J82066,0.423188826,0.806409719,0.402394436,0.66898224,0.304546897,0.244439142,0.328974651,0.432848956,0.59030002,0.265562227,0.429237126,0.562432141,0.805415253,0.833016473,0.802337475,0.879387361,0.89753549,0.945810332,0.885061615,0.644612655,0.637053508,0.637232635,0.025636353,0.482745818,0.798161118,0.036162163,0.193913402,0.075542974,0.085460078,0.131613301,0.293999785,0.706204269,0.897883567,0.635148306
J82067,0.688778864,0.86059515,0.291112573,0.701782046,0.241459814,0.308966118,0.313084604,0.597075146,0.508605826,0.348194782,0.633099198,0.578653748,0.918202491,0.923097072,0.894969978,0.768333405,0.924427185,0.967406874,0.937871419,0.786893058,0.543461656,0.593253667,0.054051341,0.56824402,0.847897737,0.028273456,0.202374298,0.017118247,0.011142961,0.179084499,0.243823775,0.689589916,0.908217339,0.748986013
J82099,0.648094419,0.842506939,0.373488049,0.620950557,0.626101266,0.649618489,0.299537179,0.451647389,0.267170003,0.520426532,0.504709335,0.598763746,0.806872654,0.775668852,0.785350704,0.803449538,0.90241067,0.944774003,0.87681331,0.654941012,0.574054746,0.501425685,0.044530988,0.326164537,0.909338225,0.05093984,0.27631815,0.011465838,0.013048072,0.079167923,0.374588565,0.507301368,0.934617224,0.64851351
J82110,0.47856919,0.64822091,0.393245285,0.679330675,0.255510534,0.300721977,0.253308041,0.368879499,0.514836892,0.173605735,0.490821885,0.650044724,0.818559401,0.809215435,0.815677771,0.892527809,0.96657804,0.966251911,0.952330253,0.721018626,0.577702459,0.49936578,0.026698205,0.510339044,0.937904528,0.035641654,0.211816957,0.038515951,0.013566186,0.143788418,0.297090912,0.690157881,0.925504716,0.603394511
J82120,0.703059604,0.886539555,0.477786867,0.704209669,0.587279003,0.557448404,0.431664115,0.683501602,0.67118765,0.15268373,0.722366095,0.516048634,0.922930685,0.91863032,0.909833208,0.850556544,0.939992935,0.954782461,0.947157651,0.829378895,0.384040569,0.481772922,0.025611985,0.578782346,0.889794658,0.048641687,0.299799371,0.039863279,0,0.178129403,0.165504589,0.620595395,0.903694515,0.835746037
J82125,0.330268363,0.715619478,0.509435147,0.498633493,0.383073954,0.180339315,0.390673604,0.480450843,0.733875475,0.349150978,0.356259473,0.490615211,0.710138831,0.744687296,0.710495912,0.780989734,0.869681831,0.891196941,0.913805351,0.603621391,0.54294704,0.481340966,0.021859956,0.492725364,0.760557842,0.03796042,0.259901181,0.015137007,0.042499172,0.129243098,0.17747001,0.596072648,0.90345838,0.710943232
J82135,0.565487616,0.818500759,0.334894668,0.668849957,0.664767639,0.482745259,0.377634119,0.502876365,0.724911985,0.242930217,0.485430705,0.566389921,0.849001807,0.82709325,0.796725965,0.799972494,0.850955347,0.873981372,0.845423677,0.721053399,0.642931034,0.551464493,0.011660998,0.287820996,0.909172186,0.049341914,0.329306685,0.029133302,0,0.160555744,0.291598328,0.652703645,0.951591197,0.790725024
J82142,0.319675329,0.645321224,0.453538618,0.433250043,0.452428432,0.290524159,0.313051007,0.468240255,0.600942379,0.20356524,0.365214078,0.623809896,0.713139612,0.794813616,0.738513751,0.724074916,0.778218096,0.840647666,0.781096936,0.558635733,0.661404919,0.662647776,0.011124931,0.606590707,0.835899532,0.015548779,0.1526859,0,0.051506492,0.198166334,0.186476462,0.625319734,0.886433573,0.592401975
J82178,0.85107271,0.952335653,0.395262507,0.809761978,0.476551339,0.363957264,0.371010327,0.747742499,0.599246146,0.337452663,0.788104774,0.537184285,0.876034944,0.90101434,0.888328053,0.879240284,0.904254751,0.951524168,0.957001337,0.855905924,0.290245298,0.35093807,0.047242538,0.498159924,0.636085697,0.030572146,0.128173335,0.014121119,0.030855557,0.093219907,0.260579922,0.574212176,0.818868057,0.865765042
J82181,0.543466394,0.793656686,0.445187721,0.695042367,0.424523495,0.116605948,0.376373234,0.559467384,0.612170079,0.166322691,0.52273732,0.578886906,0.788480248,0.846121919,0.859038194,0.779759956,0.924168355,0.940272963,0.854470822,0.686648482,0.533850294,0.529887724,0.074695249,0.536296668,0.577555923,0.010234288,0.168009521,0.055497956,0.026605789,0.185545276,0.235393615,0.559577711,0.824440577,0.601759764
J82198,0.762862717,0.929159736,0.439393175,0.774198674,0.456418087,0.382629961,0.394806974,0.799753086,0.84123172,0.285545899,0.817897187,0.530261755,0.860449496,0.866506608,0.884540418,0.783798743,0.965381488,0.976257196,0.967958482,0.899913548,0.286987784,0.322001108,0.036090972,0.440466864,0.393383556,0.01072041,0.15767353,0.017334683,0,0.146046882,0.378116583,0.600363347,0.87754479,0.804215625
J82628,0.821119926,0.783202572,0.363494101,0.592292818,0.437205945,0.403233733,0.41210925,0.59209225,0.41386679,0.195157862,0.604148443,0.675794391,0.87408766,0.83569589,0.865938915,0.778068766,0.868464881,0.922345099,0.950814671,0.69999996,0.447561078,0.500147969,0.029342179,0.438560185,0.970171221,0.045584173,0.231259335,0.011505898,0.006562379,0.197140979,0.363967323,0.645369528,0.978873059,0.668508223
J82630,0.832237373,0.83928061,0.398842014,0.651943861,0.294581832,0.442510222,0.346313025,0.637544772,0.699262123,0.209623614,0.786634109,0.541726413,0.861748722,0.875321707,0.85337303,0.883681904,0.912318236,0.93502845,0.900911042,0.755265197,0.514160312,0.577985644,0.049660026,0.654115059,0.707151168,0.013482802,0.1208352,0.017400197,0.016866369,0.152473799,0.290422816,0.592711232,0.922325353,0.791142266
K81001,0.252542577,0.700559656,0.210866194,0.608005063,0.331257504,0.178317419,0.309344339,0.294366549,0.64642086,0.27439239,0.314552781,0.729905607,0.746922158,0.738799851,0.704838273,0.818107061,0.800526203,0.882657687,0.873962177,0.521426706,0.68379578,0.589211252,0.057812928,0.468572646,0.787307127,0.014527946,0.16318049,0.008199273,0.03931523,0.264195561,0.292294844,0.659502766,0.950907567,0.578158367
K81005,0.309237231,0.659760615,0.493737331,0.537566395,0.292991989,0.220317285,0.268679524,0.457584775,0.454868288,0.406271564,0.456444548,0.756593125,0.721804603,0.722869375,0.683848168,0.657179041,0.765694107,0.87384674,0.843218069,0.514709252,0.571360751,0.416373136,0.008848239,0.440623052,0.205565686,0.029346036,0.106963189,0.03894069,0.026595271,0.17742091,0.377890491,0.795664421,0.742988437,0.719850484
K81006,0.156358582,0.697100069,0.382241644,0.424273355,0.417620056,0.301205018,0.303734564,0.451040779,0.509478738,0.227322361,0.297765196,0.71108578,0.708275102,0.801082224,0.740658014,0.71024477,0.905582588,0.909813002,0.845174929,0.44543402,0.671284014,0.53884945,0.051598593,0.361564438,0.82081402,0.005709375,0.202532788,0.030599521,0.016371598,0.168793666,0.297146231,0.65127859,0.859188825,0.509918989
K81010,0.632718597,0.798024955,0.304445945,0.583886795,0.445293412,0.26907659,0.337475486,0.473912416,0.408916881,0.227371896,0.369427116,0.638531547,0.881002888,0.847682522,0.871940219,0.830657389,0.907072522,0.908805716,0.849062067,0.686405346,0.519958719,0.512294655,0.024225768,0.605708883,0.847456658,0.031411437,0.284844089,0,0,0.216561949,0.221402657,0.62718726,0.963783854,0.676144198
K81015,0.873309282,0.770964556,0.482564118,0.68525289,0.382175565,0.539266617,0.46985442,0.541851835,0.63527061,0.386102701,0.60679496,0.629902427,0.842505992,0.836976004,0.822087971,0.863463886,0.887594987,0.916615532,0.864832268,0.751882376,0.414216927,0.538433657,0.027148114,0.450016009,0.924873848,0.013937279,0.247628992,0.006773704,0.02060799,0.202690031,0.269274174,0.63804566,0.902264481,0.710588757
K81018,0.539808313,0.867016492,0.467095014,0.549233076,0.439850495,0.293693791,0.3477072,0.545725153,0.70372449,0.425643057,0.543827278,0.699414727,0.852032598,0.836895471,0.832947586,0.752587457,0.888618495,0.936894643,0.908950483,0.697310111,0.487794003,0.555882319,0.041531443,0.375590809,0.889380417,0.062738726,0.259109407,0.020243887,0.007449506,0.161747522,0.296099372,0.672741632,0.90063861,0.739118047
K81019,0.519098196,0.895646965,0.565600993,0.714295899,0.588138312,0.399566023,0.186121777,0.586224098,0.456317274,0.518715158,0.625880398,0.736355013,0.898807079,0.87582296,0.857349264,0.811198961,0.878482551,0.914784758,0.936021255,0.779252143,0.463130964,0.469326943,0.073653114,0.545897877,0.515077652,0.020056687,0.095152047,0.254645232,0.026755647,0.125000916,0.390722641,0.62755859,0.884561406,0.830465225
K81020,0.310399532,0.766490752,0.370059178,0.59539005,0.383879658,0.251086097,0.34308768,0.517403283,0.580099493,0.354456737,0.441358932,0.506375907,0.843801432,0.873035367,0.832342816,0.682649294,0.92756943,0.933585698,0.947227523,0.699257298,0.532099064,0.532930003,0.008021589,0.454615587,0.684469681,0.031428036,0.266469938,0.023031638,0.024084426,0.237322869,0.29431554,0.743462751,0.874794934,0.761454267
K81021,0.192554408,0.773340915,0.438161435,0.526029206,0.318436389,0.098504285,0.312577851,0.469139297,0.535977414,0.212203635,0.355091961,0.554215841,0.772490798,0.809306566,0.864146591,0.699367949,0.895621132,0.922765187,0.907298121,0.605763843,0.563048703,0.563029301,0.036767124,0.378100722,0.767175927,0.050114259,0.34230596,0.006829771,0.013765783,0.22830878,0.231479771,0.506330377,0.937231514,0.627553641
K81024,0.131594708,0.64654585,0.548709892,0.422645,0.28233952,0.102697608,0.233520003,0.488441169,0.452118377,0.428929902,0.256911132,0.553750513,0.700584592,0.801631966,0.756874008,0.823603257,0.861038905,0.88767179,0.875655525,0.400363028,0.657991606,0.473085765,0.101057817,0.278123675,0.44875967,0.020536505,0.131442829,0.015704609,0.050105836,0.183305885,0.371102982,0.702233998,0.868873801,0.522058291
K81028,0.523528347,0.869145523,0.300820764,0.703007722,0.483200631,0.25770928,0.33194793,0.595483723,0.597558589,0.285904851,0.537057035,0.771133079,0.870492324,0.880457673,0.877571403,0.864233686,0.921518022,0.93063554,0.932429476,0.740917927,0.622372285,0.483609802,0.056427023,0.425121241,0.851813912,0.069115236,0.328769391,0.020266887,0.016009903,0.167724294,0.176603398,0.723241904,0.897029238,0.698464862
K81030,0.127186024,0.8567864,0.329191238,0.640841446,0.273622261,0.043871838,0.294195962,0.389024925,0.479315857,0.234251645,0.36257698,0.486059607,0.778410884,0.716874941,0.748036758,0.671964594,0.872421094,0.871688819,0.872317889,0.605407797,0.603856907,0.554246735,0.05042753,0.529662514,0.898791008,0.032674901,0.267611044,0.011991741,0.037306191,0.18899559,0.291489297,0.602898276,0.893964772,0.593227449
K81034,0.440949001,0.820737787,0.477436533,0.700797201,0.500705022,0.356612058,0.300440577,0.663705384,0.474595698,0.452176909,0.530582019,0.556775895,0.839492214,0.825453534,0.817136277,0.779142714,0.87959968,0.920372628,0.896937456,0.704464126,0.534594245,0.458428738,0.084354515,0.567325106,0.313462514,0.039958774,0.137051883,0.073902855,0.020913723,0.166702645,0.373230191,0.771119753,0.717870086,0.716641131
K81036,0.830875143,0.896311048,0.386032563,0.824023356,0.433532319,0.365786933,0.3876831,0.75035022,0.899599097,0.308704771,0.706994789,0.658158895,0.885812119,0.890856468,0.85826735,0.964521636,0.857305103,0.935227468,0.920333646,0.770513685,0.538832562,0.548366099,0.060570041,0.347788911,0.725836479,0.018466587,0.21087642,0.055967463,0,0.125622353,0.236226798,0.711181791,0.869620502,0.802422498
K81039,0.263023014,0.725583583,0.378519002,0.561022792,0.303740314,0.126681966,0.239406596,0.508011117,0.431606226,0.594558156,0.415469463,0.644169667,0.737433464,0.766879406,0.756790773,0.749800529,0.826205858,0.849736254,0.849249411,0.514976724,0.648535777,0.521043215,0.122079219,0.55054934,0.528198405,0,0.1116494,0.041316565,0.055016626,0.148706508,0.443616725,0.518464045,0.876929933,0.713269297
K81042,0.770970362,0.86401987,0.441342619,0.626931595,0.521806751,0.39512814,0.392108295,0.630568358,0.607401153,0.455858557,0.645061594,0.7967139,0.87142706,0.868254235,0.881922592,0.912605603,0.927562341,0.984331343,0.946236713,0.788742365,0.499064312,0.603420791,0,0.693468654,0.925947588,0.025453481,0.264426891,0.024420861,0.023012861,0.177870271,0.293700997,0.543120289,0.929243723,0.806225576
K81046,0.625115069,0.866389151,0.380226954,0.612570114,0.346803672,0.430875254,0.438104099,0.552044364,0.433558005,0.510566815,0.616189643,0.764544827,0.793093781,0.845982524,0.857108042,0.823393434,0.92684178,0.953360044,0.899956631,0.739145987,0.555357147,0.581173015,0.088837672,0.381164458,0.774419544,0.019661315,0.227587641,0.030846341,0.007680969,0.2173262,0.211488692,0.607995722,0.843720916,0.759958146
K81060,0.471322045,0.871366487,0.247771885,0.622318355,0.4848358,0.342292528,0.255602947,0.391095162,0.338961628,0.714340954,0.542258375,0.863129757,0.779164877,0.808941717,0.768785937,0.843311055,0.830856096,0.885157113,0.897281283,0.640232121,0.539947072,0.52844856,0.051731137,0.457758178,0.889276936,0.015245587,0.22218166,0.047356818,0.006717355,0.142362933,0.24248434,0.61765393,0.959825584,0.626821802
K81066,0.340937442,0.74438454,0.566392513,0.527752492,0.548849887,0.460313942,0.254541158,0.429411396,0.382516244,0.319744625,0.31327086,0.864018823,0.836933089,0.886370796,0.861471067,0.809842862,0.952102909,0.946892736,0.944146136,0.618388982,0.524818782,0.497005218,0.032609335,0.437419976,0.785669853,0.03171573,0.187408419,0.033053753,0.031409432,0.20041175,0.320234534,0.597752979,0.902390288,0.60372146
K81068,0.681200651,0.877868428,0.398300216,0.725714572,0.598244137,0.362817427,0.415630361,0.586929116,0.492121207,0.347341003,0.633618902,0.732668235,0.822149123,0.810718078,0.871278095,0.734513508,0.909447244,0.914022731,0.892361223,0.779449232,0.50368287,0.551591335,0.065768655,0.608999085,0.937217962,0.043606682,0.295338059,0.044266245,0.006078998,0.20337858,0.300908725,0.558084681,0.952414782,0.765615098
K81074,0.572143116,0.789752592,0.370598027,0.669501952,0.380332935,0.408848566,0.337399852,0.700765953,0.804373686,0.147068385,0.643968335,0.752583797,0.899616791,0.945685709,0.890478781,0.727827426,0.905250541,0.896687647,0.867266533,0.686862211,0.564991332,0.45341872,0.046210874,0.521224263,0.787768756,0.029321214,0.143738409,0,0.041596377,0.088991759,0.120562325,0.628884293,0.851824598,0.643220227
K81075,0.170320132,0.728461654,0.416820497,0.56665654,0.42684344,0.165907015,0.314854953,0.491805236,0.40595978,0.482872715,0.345695832,0.562329959,0.746373289,0.825337194,0.810192939,0.838540979,0.883473215,0.908293022,0.892102038,0.563679619,0.635367743,0.506310302,0.066192035,0.303360328,0.542643147,0.00756956,0.105840043,0.047440222,0.027389527,0.241559987,0.389708692,0.601449874,0.867286284,0.642623642
K81076,0.188648397,0.526161386,0.355220292,0.397137777,0.377745339,0.129133255,0.208376494,0.301966499,0.361070159,0.176980843,0.200133151,0.683881482,0.646800195,0.672703795,0.656109979,0.707437368,0.843230678,0.849594266,0.866437617,0.393526336,0.72757202,0.574482893,0.015084429,0.426225263,0.880075074,0.031800918,0.290514177,0.075325621,0.005622453,0.152685306,0.174232661,0.692187974,0.953766991,0.651109796
K81082,0.31892057,0.68492184,0.426691077,0.539008681,0.583455184,0.206893388,0.277246403,0.373300837,0.719263044,0.185851072,0.309971802,0.793278113,0.844273958,0.814208195,0.816313792,0.714946546,0.883764748,0.950176802,0.903539965,0.645833355,0.600079953,0.448306432,0.032574694,0.374084348,0.49737678,0.015849929,0.122683662,0.022046021,0.027662721,0.194972897,0.478659752,0.602517172,0.87997341,0.571619252
K81083,0.296897843,0.582562602,0.359005666,0.460181545,0.579422812,0.475841915,0.3190176,0.417319567,0.626798441,0.246966517,0.373029286,0.646486287,0.664621106,0.74106782,0.709879146,0.788965736,0.884605148,0.911496785,0.823933834,0.563458027,0.658005322,0.264886983,0.022335717,0.340903537,0.147731309,0.011036092,0.082094686,0.075028277,0.011732052,0.097742571,0.3923751,0.789638682,0.776401553,0.781903244
K81084,0.758091298,0.93303668,0.199024563,0.629660801,0.342589155,0.355695851,0.294788948,0.646876974,0.584337802,0.418047277,0.664410491,0.762657786,0.78495111,0.853925946,0.862684397,0.80967851,0.880676024,0.925990344,0.919556689,0.807812832,0.574782514,0.539276225,0.036294476,0.736257259,0.798201767,0.040266702,0.243665786,0.009353616,0.016624193,0.111096042,0.274463215,0.654851611,0.922673414,0.828035413
K81085,0.686073412,0.860201647,0.433263283,0.678774662,0.574613314,0.421513057,0.283572937,0.705696889,0.422004575,0.497423346,0.659600924,0.566605721,0.783053665,0.845628942,0.792860559,0.767789691,0.816860346,0.892971377,0.851809789,0.773272168,0.461108675,0.348346713,0.044484933,0.572068863,0.081474526,0.008288796,0.119082729,0.075366669,0.063000596,0.171529398,0.430406785,0.79503204,0.737015926,0.816053216
K81086,0.338894942,0.647830573,0.71598204,0.349870695,0.55296567,0.274507883,0.290128141,0.497147944,0.250848257,0.426166694,0.392084351,0.6795191,0.624320113,0.657762167,0.641974016,0.764904233,0.713643231,0.825343398,0.828689455,0.474568795,0.589546004,0.446504724,0.048875533,0.44272318,0.063907456,0.007518049,0.117111736,0.059971307,0.046382571,0.190899573,0.354387402,0.793583145,0.775598478,0.542599641
